,Customer_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status
34308,1005300,M,26-35,20,A,0,0
34320,1005301,M,26-35,17,C,1,1
34323,1005302,F,0-17,10,A,1,0
34333,1005303,F,55+,6,C,3,1
34335,1005304,F,36-45,9,A,4,1
34336,1005305,F,18-25,4,C,3,1
34345,1005306,F,26-35,17,B,4,0
34375,1005307,M,26-35,5,C,1,0
34377,1005308,M,55+,7,C,2,0
34381,1005310,F,55+,1,C,3,0
34387,1005311,M,51-55,0,C,2,1
34391,1005312,M,26-35,1,A,1,0
34414,1005313,M,55+,0,A,3,0
34416,1005314,F,26-35,0,A,2,0
34417,1005315,M,26-35,12,A,1,1
34418,1005316,M,18-25,4,A,2,0
34420,1005317,F,26-35,0,A,1,0
34445,1005318,M,18-25,17,B,4,1
34449,1005319,M,18-25,17,B,1,0
34464,1005321,M,26-35,4,C,0,0
34474,1005322,M,36-45,17,A,3,1
34475,1005323,M,26-35,20,B,1,1
34483,1005324,M,26-35,7,C,0,1
34491,1005325,F,51-55,7,C,3,1
34495,1005326,M,26-35,2,A,1,1
34497,1005327,M,26-35,7,A,1,0
34500,1005328,F,26-35,4,B,3,1
34502,1005329,F,26-35,5,B,1,0
34531,1005330,F,26-35,0,C,2,0
34536,1005332,M,18-25,4,C,2,0
34539,1005333,F,26-35,7,A,4,0
34571,1005334,F,55+,13,C,4,1
34575,1005335,M,26-35,14,B,1,1
34585,1005336,M,55+,7,C,4,0
34588,1005337,F,36-45,3,C,3,1
34597,1005338,M,26-35,17,C,4,0
34601,1005339,M,18-25,17,C,1,0
34604,1005340,F,51-55,3,C,1,1
34609,1005341,F,26-35,3,C,1,1
34616,1005342,F,36-45,7,B,2,0
34618,1005343,F,26-35,9,A,1,1
34621,1005344,F,51-55,1,C,3,0
34630,1005345,F,26-35,17,C,2,1
34638,1005346,F,26-35,3,A,2,0
34641,1005347,M,26-35,6,A,1,0
34657,1005348,M,18-25,5,B,1,0
34659,1005349,F,51-55,2,C,1,1
34664,1005350,M,18-25,5,A,1,0
34671,1005351,F,46-50,1,C,4,1
34672,1005352,F,36-45,5,C,1,1
34687,1005353,M,26-35,6,C,4,1
34689,1005355,M,55+,0,B,0,1
34695,1005357,F,18-25,20,B,2,1
34697,1005359,M,18-25,16,B,3,0
34724,1005360,M,18-25,12,C,2,0
34725,1005361,F,51-55,16,A,3,0
34734,1005362,M,36-45,13,C,1,0
34737,1005363,M,55+,13,C,1,0
34741,1005364,F,26-35,3,A,3,0
34758,1005365,M,18-25,12,C,0,0
34771,1005366,M,18-25,12,C,3,0
34776,1005367,M,18-25,4,A,1,0
34813,1005368,F,26-35,17,C,1,0
34816,1005369,M,26-35,15,A,1,0
34824,1005371,M,26-35,11,A,0,0
34842,1005373,M,18-25,12,A,1,0
34844,1005374,M,36-45,7,C,4,0
34847,1005376,M,26-35,17,B,1,1
34854,1005377,F,18-25,3,B,3,0
34856,1005378,M,36-45,18,A,1,0
34866,1005382,M,18-25,4,C,0,1
34868,1005383,M,36-45,1,C,0,0
34870,1005384,F,26-35,3,A,4,0
34872,1005385,M,26-35,12,B,0,1
34876,1005386,M,26-35,14,C,3,0
34880,1005387,F,26-35,1,B,4,1
34908,1005388,F,18-25,4,C,1,0
34909,1005389,M,46-50,7,C,4,1
34916,1005390,M,0-17,0,C,1,0
34927,1005392,M,51-55,1,B,1,1
34928,1005393,M,36-45,7,C,2,0
34936,1005394,M,18-25,0,A,2,0
34977,1005395,M,51-55,1,C,1,1
34983,1005396,M,26-35,6,C,0,0
34987,1005397,M,18-25,0,B,2,1
35006,1005398,M,55+,17,C,4,1
35008,1005399,M,26-35,1,C,1,1
35011,1005400,F,18-25,4,C,2,0
35014,1005401,F,18-25,1,C,2,1
35023,1005402,F,26-35,0,C,4,1
35028,1005403,M,0-17,10,B,1,0
35035,1005404,M,26-35,0,C,4,1
35042,1005406,F,36-45,0,C,3,1
35045,1005408,M,26-35,20,C,3,0
35049,1005410,F,46-50,2,C,3,1
35051,1005412,M,26-35,12,A,3,0
35060,1005413,M,36-45,1,B,1,0
35067,1005414,M,0-17,10,C,2,0
35068,1005415,F,26-35,7,C,3,1
35072,1005416,F,26-35,5,C,3,0
35075,1005417,M,18-25,17,C,4,1
35077,1005418,F,26-35,0,C,1,1
35085,1005419,F,18-25,12,C,3,1
35088,1005420,F,0-17,19,B,4,0
35098,1005421,M,36-45,17,A,1,1
35100,1005422,M,51-55,7,A,2,1
35105,1005423,F,51-55,5,C,0,1
35108,1005424,F,36-45,2,C,2,0
35117,1005425,M,18-25,4,B,1,0
35118,1005426,M,26-35,14,C,1,0
35130,1005427,M,36-45,19,B,0,0
35133,1005428,F,26-35,6,B,4,0
35150,1005429,F,26-35,1,B,3,0
35154,1005430,F,46-50,1,B,1,1
35162,1005431,M,55+,1,C,3,1
35167,1005432,M,55+,13,C,3,1
35172,1005433,F,36-45,17,B,3,1
35198,1005434,F,26-35,7,A,1,1
35210,1005435,M,46-50,18,C,4,0
35211,1005436,M,18-25,4,B,1,0
35213,1005437,M,26-35,11,C,4,0
35221,1005438,M,26-35,14,C,4,0
35223,1005441,M,51-55,7,C,0,1
35231,1005443,M,26-35,12,B,2,0
35248,1005444,F,18-25,4,C,1,1
35250,1005445,M,26-35,0,C,1,1
35257,1005446,F,51-55,1,C,1,1
35259,1005447,M,46-50,2,A,3,0
35266,1005448,M,46-50,19,A,4,0
35280,1005449,M,18-25,12,C,1,0
35286,1005450,M,18-25,12,A,1,0
35298,1005451,F,26-35,1,A,3,1
35303,1005452,M,36-45,6,A,4,0
35321,1005453,M,18-25,4,C,1,0
35333,1005454,M,36-45,7,C,0,0
35337,1005455,F,18-25,17,C,4,0
35344,1005456,M,36-45,1,C,4,0
35345,1005457,M,18-25,12,A,1,1
35350,1005458,F,18-25,2,A,1,0
35360,1005459,F,0-17,10,C,0,0
35367,1005460,M,18-25,4,A,4,0
35372,1005461,M,51-55,0,B,2,1
35376,1005462,M,26-35,17,C,3,0
35381,1005463,M,36-45,0,B,3,1
35393,1005464,M,36-45,7,C,2,0
35398,1005465,F,26-35,0,A,0,1
35399,1005466,M,26-35,12,B,1,0
35409,1005467,M,36-45,0,C,1,0
35410,1005468,M,26-35,12,A,1,0
35424,1005469,M,36-45,12,C,2,0
35427,1005470,M,55+,7,C,3,0
35431,1005472,M,36-45,1,C,0,1
35450,1005473,M,26-35,1,C,3,0
35453,1005475,M,26-35,4,A,2,0
35474,1005477,M,36-45,1,B,1,0
35475,1005478,M,36-45,7,C,1,0
35476,1005479,M,36-45,1,C,4,0
35481,1005480,F,26-35,14,B,0,1
35488,1005481,M,46-50,12,C,0,0
35489,1005482,M,18-25,7,A,1,0
35508,1005483,F,26-35,6,B,3,0
35519,1005484,M,46-50,17,C,4,1
35521,1005485,M,26-35,4,C,0,1
35525,1005486,M,26-35,0,C,3,0
35528,1005488,M,26-35,15,C,1,0
35534,1005490,M,46-50,17,C,3,0
35537,1005491,M,18-25,7,A,1,0
35548,1005492,M,18-25,4,A,4,1
35561,1005493,M,36-45,12,B,3,0
35586,1005494,F,36-45,17,B,1,1
35590,1005495,F,18-25,4,B,3,1
35591,1005497,M,26-35,4,A,1,1
35599,1005498,F,51-55,1,C,3,1
35601,1005499,F,26-35,19,A,1,0
35604,1005500,F,36-45,20,B,1,0
35606,1005501,M,26-35,2,A,3,0
35625,1005502,M,26-35,2,A,4,0
35630,1005503,F,26-35,9,C,1,0
35631,1005504,M,46-50,7,B,1,1
35669,1005505,F,26-35,4,B,3,1
35671,1005506,F,18-25,14,A,1,0
35673,1005507,M,46-50,7,C,1,1
35675,1005508,M,26-35,20,C,1,0
35678,1005509,M,26-35,0,A,1,0
35683,1005511,M,46-50,1,B,1,1
35713,1005512,F,26-35,17,B,2,1
35719,1005513,M,36-45,1,C,2,1
35722,1005514,F,0-17,10,C,3,0
35725,1005515,M,18-25,4,C,1,0
35728,1005516,F,51-55,16,C,3,1
35735,1005517,M,55+,0,C,2,1
35748,1005518,M,51-55,17,B,3,1
35753,1005519,M,36-45,15,C,3,0
35767,1005520,M,46-50,1,C,0,1
35773,1005522,M,26-35,14,B,0,0
35790,1005523,M,36-45,0,B,2,1
35802,1005524,F,0-17,10,B,1,0
35812,1005525,F,0-17,10,C,3,0
35813,1005526,F,36-45,2,A,0,0
35826,1005527,M,26-35,1,C,0,0
35827,1005528,M,51-55,1,C,3,1
35828,1005529,M,18-25,6,C,4,0
35829,1005530,F,18-25,4,B,0,0
35855,1005531,M,51-55,17,C,0,1
35865,1005532,M,26-35,17,C,2,0
35868,1005533,F,51-55,2,A,1,1
35869,1005534,M,46-50,16,C,3,1
35870,1005535,M,26-35,15,B,1,1
35878,1005536,M,26-35,16,B,2,1
35905,1005537,F,55+,1,C,2,0
35907,1005538,M,46-50,12,B,2,1
35912,1005539,F,26-35,20,B,1,1
35928,1005540,M,36-45,1,C,4,1
35931,1005541,M,55+,7,C,1,0
35932,1005543,M,26-35,17,A,2,0
35942,1005544,M,26-35,15,B,4,1
35944,1005545,F,36-45,16,C,3,1
35953,1005546,M,18-25,14,C,1,0
35955,1005547,F,18-25,4,A,3,1
35962,1005548,F,18-25,4,A,4,0
35972,1005549,F,51-55,9,C,1,1
35973,1005550,M,36-45,15,B,2,0
35996,1005551,F,36-45,20,A,1,0
35997,1005552,M,51-55,7,C,1,1
36000,1005553,M,36-45,3,C,3,0
36010,1005554,M,26-35,1,B,1,0
36014,1005555,M,0-17,10,B,2,0
36035,1005556,M,46-50,6,A,0,0
36045,1005557,M,36-45,14,C,1,1
36051,1005558,M,0-17,10,B,2,0
36068,1005559,M,51-55,1,C,1,1
36070,1005560,F,36-45,17,C,4,1
36074,1005561,F,26-35,3,C,0,1
36087,1005562,F,36-45,1,C,4,0
36091,1005563,F,26-35,7,C,3,0
36093,1005564,M,46-50,20,B,0,0
36096,1005565,M,18-25,17,C,2,0
36105,1005566,M,36-45,7,C,2,0
36110,1005567,M,51-55,3,B,0,1
36128,1005568,M,18-25,4,C,3,0
36140,1005570,M,26-35,1,B,3,0
36159,1005571,F,26-35,9,C,2,0
36166,1005572,F,26-35,4,B,0,1
36172,1005573,F,36-45,1,B,1,1
36181,1005574,M,26-35,0,B,4,0
36190,1005575,M,36-45,7,C,2,0
36196,1005576,M,26-35,4,C,3,0
36213,1005578,F,18-25,1,C,1,1
36217,1005580,M,46-50,7,B,4,0
36232,1005581,M,26-35,0,A,1,1
36233,1005582,M,46-50,1,C,2,1
36239,1005583,M,55+,15,B,2,1
36243,1005584,F,51-55,0,A,4,0
36245,1005585,M,26-35,4,A,4,0
36256,1005586,M,36-45,20,A,1,1
36259,1005587,M,26-35,17,C,4,1
36262,1005588,F,26-35,20,A,1,1
36265,1005589,F,26-35,0,A,0,1
36266,1005590,F,46-50,12,A,3,1
36268,1005591,M,18-25,0,B,4,0
36269,1005592,M,26-35,1,A,4,1
36277,1005593,M,51-55,16,A,1,1
36283,1005594,F,46-50,0,B,1,1
36290,1005595,M,26-35,20,B,1,0
36300,1005596,M,36-45,12,B,1,0
36307,1005597,F,18-25,4,A,2,0
36320,1005598,M,18-25,4,C,1,0
36323,1005599,M,36-45,7,A,1,0
36338,1005600,F,46-50,0,C,1,0
36348,1005602,M,36-45,0,B,1,0
36350,1005604,M,36-45,15,C,3,0
36365,1005605,F,18-25,2,A,0,0
36410,1005606,F,26-35,14,C,1,0
36411,1005607,M,18-25,4,C,2,0
36418,1005609,F,51-55,1,C,1,0
36422,1005610,F,26-35,1,C,3,0
36425,1005611,F,36-45,7,C,1,0
36426,1005612,F,26-35,1,A,2,0
36430,1005613,F,36-45,0,C,3,1
36431,1005615,M,36-45,7,C,4,0
36451,1005616,M,46-50,1,C,3,0
36458,1005617,M,26-35,14,C,0,0
36462,1005618,F,18-25,4,B,3,0
36470,1005619,F,18-25,4,C,0,0
36474,1005620,M,36-45,14,C,2,1
36482,1005621,M,26-35,7,A,1,0
36506,1005622,M,36-45,15,C,3,1
36508,1005623,M,26-35,11,B,2,1
36517,1005624,M,26-35,7,C,1,0
36524,1005625,M,26-35,1,C,3,1
36530,1005626,M,55+,16,B,3,0
36537,1005627,M,26-35,0,A,4,1
36570,1005628,M,18-25,4,B,1,0
36572,1005629,M,26-35,14,C,1,0
36575,1005630,M,36-45,17,B,1,0
36584,1005631,M,36-45,12,C,3,0
36587,1005632,F,18-25,4,C,2,0
36588,1005633,M,51-55,1,C,1,1
36589,1005634,M,26-35,14,A,3,1
36598,1005635,F,36-45,9,B,3,1
36599,1005636,M,26-35,7,A,0,1
36619,1005637,M,0-17,10,C,2,0
36621,1005638,M,18-25,1,C,0,0
36623,1005639,F,18-25,4,C,2,0
36624,1005640,M,36-45,17,C,0,0
36626,1005641,F,26-35,17,C,2,1
36633,1005642,M,0-17,10,C,3,0
36635,1005643,F,36-45,1,A,3,1
36670,1005644,F,18-25,4,C,1,0
36675,1005645,M,26-35,2,B,3,0
36682,1005646,M,18-25,4,C,2,0
36687,1005647,M,18-25,1,C,2,0
36695,1005648,M,26-35,17,C,1,0
36703,1005649,F,18-25,4,B,1,0
36712,1005650,F,36-45,12,B,2,1
36722,1005651,F,26-35,6,B,4,1
36723,1005652,M,18-25,0,B,1,0
36729,1005653,M,51-55,1,B,1,0
36736,1005654,M,26-35,4,A,3,1
36746,1005655,F,26-35,6,C,0,0
36749,1005657,M,51-55,14,A,1,0
36759,1005658,M,55+,0,B,3,1
36763,1005659,M,26-35,0,C,3,1
36770,1005660,M,26-35,2,C,3,1
36773,1005661,F,26-35,15,C,1,1
36776,1005662,M,0-17,10,C,2,0
36779,1005663,F,36-45,20,B,4,0
36787,1005664,M,18-25,4,C,4,0
36793,1005665,M,18-25,4,C,2,1
36798,1005667,M,36-45,7,B,1,1
36813,1005668,F,26-35,3,C,0,0
36816,1005669,M,55+,1,B,2,0
36817,1005670,M,18-25,4,B,4,0
36821,1005671,M,26-35,1,C,4,0
36824,1005672,F,26-35,4,C,4,1
36826,1005673,F,36-45,1,B,2,0
36829,1005674,M,36-45,7,B,3,0
36831,1005675,M,36-45,14,A,2,0
36845,1005676,M,26-35,20,C,0,0
36850,1005677,M,26-35,1,A,3,0
36854,1005678,M,36-45,17,A,0,1
36859,1005679,M,36-45,2,C,4,1
36866,1005680,M,51-55,20,A,4,1
36873,1005682,M,18-25,0,B,2,0
36897,1005683,F,18-25,9,B,0,1
36905,1005684,M,18-25,16,A,1,0
36923,1005685,M,26-35,17,A,0,1
36924,1005686,M,55+,16,A,1,1
36951,1005687,F,0-17,0,B,3,0
36955,1005688,F,18-25,4,B,1,0
36958,1005689,M,26-35,0,B,3,0
36983,1005690,M,18-25,4,B,3,0
36984,1005691,M,36-45,14,C,1,0
36990,1005692,F,26-35,7,C,1,0
36993,1005693,F,26-35,4,B,1,0
36996,1005694,F,26-35,12,C,1,0
36997,1005695,F,36-45,3,C,1,0
36999,1005696,F,26-35,14,C,1,1
37000,1005697,M,26-35,0,B,1,0
37003,1005698,M,36-45,14,B,3,0
37017,1005699,M,36-45,15,B,4,1
37028,1005700,F,18-25,14,C,1,0
37031,1005701,M,26-35,7,C,4,0
37035,1005702,M,18-25,0,B,4,0
37043,1005703,M,55+,1,C,2,1
37044,1005704,F,18-25,4,B,3,0
37048,1005705,F,18-25,4,B,4,0
37050,1005708,M,36-45,1,B,4,0
37053,1005709,M,18-25,4,B,4,0
37058,1005710,M,26-35,15,B,1,1
37061,1005711,M,26-35,7,C,4,0
37064,1005712,M,36-45,1,B,2,0
37068,1005714,M,36-45,2,B,1,0
37070,1005716,M,0-17,10,C,4,0
37080,1005717,M,26-35,0,B,3,1
37096,1005718,F,36-45,14,C,4,1
37106,1005719,M,55+,7,C,3,1
37108,1005720,M,26-35,0,A,0,0
37122,1005721,M,46-50,11,B,2,0
37123,1005722,M,26-35,20,A,2,1
37137,1005724,M,26-35,15,B,2,1
37142,1005725,M,18-25,2,C,0,0
37143,1005726,M,26-35,1,C,0,0
37149,1005727,M,26-35,4,C,0,0
37152,1005728,F,36-45,20,C,3,0
37167,1005729,M,18-25,10,C,1,0
37168,1005730,M,18-25,0,A,3,0
37171,1005731,F,26-35,11,B,2,1
37174,1005732,F,26-35,11,C,4,1
37175,1005733,M,26-35,4,B,2,0
37186,1005734,F,26-35,14,B,4,1
37194,1005736,M,26-35,1,A,3,1
37196,1005737,M,46-50,15,C,2,0
37200,1005738,M,26-35,12,A,1,1
37215,1005739,M,26-35,7,C,2,0
37217,1005740,M,26-35,1,B,1,0
37220,1005741,M,51-55,13,B,0,1
37221,1005743,F,36-45,0,C,1,0
37222,1005744,F,26-35,4,A,2,0
37241,1005745,F,18-25,4,B,1,1
37245,1005746,M,18-25,15,B,2,0
37248,1005747,M,26-35,0,B,4,1
37267,1005748,M,26-35,0,C,3,0
37269,1005749,M,26-35,2,A,0,1
37288,1005750,M,18-25,1,A,1,0
37292,1005751,F,0-17,0,C,0,0
37296,1005752,F,55+,0,B,3,1
37302,1005753,M,18-25,17,C,0,0
37304,1005754,F,18-25,1,A,2,0
37317,1005755,F,36-45,2,B,1,0
37339,1005756,F,0-17,10,C,1,0
37341,1005757,M,0-17,10,C,2,0
37345,1005758,F,51-55,1,C,2,0
37350,1005759,F,26-35,1,A,2,0
37378,1005760,M,18-25,12,C,3,0
37379,1005761,M,26-35,20,B,1,1
37387,1005762,F,36-45,6,A,2,1
37401,1005763,F,26-35,1,A,1,1
37426,1005765,M,26-35,11,B,2,1
37435,1005766,M,55+,14,C,0,1
37443,1005767,M,26-35,2,B,0,0
37456,1005768,F,0-17,7,C,3,0
37460,1005769,M,46-50,14,B,1,1
37465,1005770,M,26-35,0,C,3,1
37470,1005771,M,26-35,7,A,1,0
37483,1005773,M,26-35,6,C,3,0
37484,1005774,M,18-25,4,A,2,1
37488,1005775,M,26-35,11,A,4,0
37495,1005776,M,18-25,12,B,3,1
37500,1005777,M,0-17,0,C,4,0
37506,1005778,M,36-45,12,C,1,0
37511,1005779,M,26-35,5,A,1,0
37529,1005780,M,18-25,17,B,1,0
37541,1005782,F,36-45,0,C,4,0
37542,1005783,F,46-50,1,C,3,1
37543,1005785,F,26-35,7,B,2,1
37550,1005786,M,26-35,6,B,1,1
37562,1005787,M,26-35,20,B,0,0
37575,1005788,M,26-35,0,A,4,0
37611,1005789,M,26-35,17,A,1,0
37612,1005790,F,36-45,0,B,2,1
37616,1005792,M,26-35,17,B,1,1
37625,1005793,M,26-35,2,C,1,1
37627,1005794,M,36-45,17,A,1,0
37642,1005795,M,26-35,1,A,1,1
37695,1005796,F,26-35,7,B,2,0
37696,1005797,M,26-35,7,A,4,1
37701,1005798,M,36-45,0,C,2,1
37708,1005801,M,26-35,16,B,3,0
37712,1005802,F,26-35,0,A,4,0
37715,1005803,M,0-17,10,C,1,0
37718,1005804,F,36-45,7,B,1,0
37719,1005805,F,26-35,0,B,1,1
37723,1005806,F,51-55,1,B,2,0
37733,1005807,M,36-45,7,C,3,1
37735,1005808,F,26-35,7,C,2,1
37738,1005809,M,26-35,7,C,4,0
37747,1005810,M,51-55,16,C,4,1
37748,1005811,M,18-25,4,B,3,0
37761,1005812,F,26-35,7,A,1,1
37789,1005813,M,26-35,7,A,1,1
37793,1005815,M,26-35,20,B,1,0
37797,1005816,M,26-35,0,C,4,1
37799,1005817,M,26-35,17,C,4,1
37802,1005818,M,26-35,4,C,0,0
37807,1005819,M,51-55,6,C,1,1
37808,1005822,F,36-45,4,C,1,0
37809,1005823,M,26-35,12,B,1,0
37813,1005824,M,18-25,12,B,1,0
37842,1005825,F,26-35,4,B,2,1
37844,1005826,M,18-25,4,A,2,1
37860,1005827,M,26-35,2,B,2,0
37865,1005829,F,26-35,4,C,1,0
37867,1005830,F,18-25,4,C,0,0
37870,1005831,M,26-35,1,A,2,1
37927,1005832,F,26-35,0,C,4,0
37929,1005833,F,36-45,0,C,3,1
37932,1005834,M,55+,16,C,4,0
37933,1005835,F,36-45,0,A,3,0
37937,1005836,M,26-35,0,C,1,0
37940,1005837,M,26-35,7,B,0,1
37955,1005838,F,46-50,7,B,0,1
37969,1005840,F,0-17,0,C,1,0
37975,1005841,F,36-45,7,A,4,1
37984,1005842,M,26-35,4,B,0,0
37987,1005843,M,36-45,1,C,2,0
37995,1005844,F,0-17,10,C,1,0
37998,1005846,M,46-50,16,C,1,1
38000,1005847,F,18-25,4,B,2,0
38015,1005848,M,51-55,20,A,0,1
38031,1005849,M,36-45,17,B,3,0
38032,1005850,F,26-35,7,C,1,0
38035,1005851,F,18-25,20,A,0,1
38038,1005852,F,26-35,1,A,0,1
38050,1005853,M,51-55,19,C,1,1
38054,1005854,M,46-50,7,B,0,1
38074,1005855,M,51-55,7,C,3,0
38076,1005856,F,26-35,7,B,3,1
38078,1005857,F,46-50,2,B,2,0
38083,1005858,M,26-35,4,B,1,0
38098,1005859,M,26-35,7,C,1,1
38099,1005860,F,26-35,4,C,1,0
38100,1005861,F,51-55,1,B,1,1
38104,1005862,F,26-35,9,C,0,1
38107,1005863,F,26-35,14,C,4,0
38109,1005865,M,26-35,17,C,4,0
38112,1005866,F,26-35,6,C,3,0
38113,1005867,F,46-50,3,C,1,1
38114,1005868,M,36-45,14,B,3,0
38116,1005869,F,26-35,7,C,4,1
38117,1005871,F,26-35,4,B,1,0
38124,1005872,M,26-35,17,C,1,1
38138,1005873,M,18-25,12,B,1,0
38142,1005874,M,26-35,4,B,1,0
38155,1005875,M,26-35,4,C,1,0
38160,1005877,M,18-25,12,A,1,0
38162,1005878,F,26-35,0,A,4,1
38183,1005879,M,36-45,7,A,4,1
38185,1005880,M,26-35,1,A,1,1
38218,1005881,M,36-45,17,B,1,0
38233,1005882,M,36-45,7,C,1,0
38235,1005883,F,18-25,0,A,4,1
38237,1005884,M,18-25,4,C,3,0
38240,1005885,M,26-35,1,C,0,0
38247,1005886,M,26-35,20,A,2,0
38264,1005887,F,36-45,20,C,3,1
38267,1005888,M,26-35,20,B,1,0
38292,1005889,M,51-55,20,C,1,1
38298,1005890,M,36-45,20,C,3,0
38315,1005892,M,46-50,2,C,4,0
38320,1005893,M,26-35,7,A,0,0
38327,1005894,M,36-45,0,C,1,0
38329,1005895,M,26-35,1,C,4,0
38334,1005896,M,26-35,0,A,4,0
38340,1005897,M,26-35,20,C,3,1
38342,1005899,M,36-45,17,C,1,0
38343,1005900,M,26-35,7,C,1,0
38345,1005901,F,36-45,7,C,4,0
38347,1005902,M,51-55,16,C,2,1
38348,1005904,F,46-50,12,C,1,0
38349,1005905,F,36-45,20,B,2,0
38358,1005906,F,18-25,4,C,1,1
38362,1005907,M,26-35,2,B,1,0
38365,1005908,M,26-35,4,B,1,0
38371,1005910,F,46-50,20,B,2,0
38378,1005911,F,26-35,17,C,4,1
38384,1005912,M,26-35,1,C,2,0
38388,1005913,F,18-25,0,B,0,0
38391,1005914,M,36-45,2,C,3,1
38393,1005915,M,18-25,4,C,0,0
38400,1005916,M,51-55,20,B,1,1
38424,1005917,F,51-55,1,A,2,1
38430,1005918,M,26-35,12,A,3,1
38431,1005919,M,18-25,0,C,0,0
38437,1005920,F,26-35,1,C,2,0
38442,1005921,M,26-35,6,C,3,1
38444,1005922,M,55+,3,C,3,0
38452,1005923,M,26-35,7,C,1,1
38454,1005924,M,36-45,0,B,0,1
38460,1005925,F,26-35,0,C,1,1
38468,1005926,F,51-55,7,C,1,1
38470,1005927,M,36-45,14,B,4,1
38485,1005928,M,46-50,1,C,1,1
38489,1005929,F,36-45,0,C,2,0
38492,1005930,F,36-45,17,C,3,0
38494,1005931,F,18-25,7,A,3,0
38498,1005932,M,18-25,14,C,3,0
38499,1005933,M,26-35,2,C,3,1
38500,1005934,M,26-35,14,C,3,0
38502,1005935,M,18-25,0,C,1,0
38504,1005936,M,18-25,4,C,4,0
38506,1005937,M,26-35,12,B,2,1
38516,1005938,M,26-35,1,C,1,1
38524,1005939,F,46-50,15,C,1,1
38525,1005940,M,51-55,12,C,1,1
38527,1005941,F,26-35,0,A,3,0
38529,1005942,M,46-50,1,C,4,0
38538,1005943,F,46-50,1,A,4,1
38542,1005944,F,18-25,10,C,4,0
38545,1005946,F,55+,1,A,0,0
38548,1005947,F,46-50,16,B,1,1
38555,1005948,M,55+,13,B,0,0
38580,1005949,M,18-25,17,B,3,1
38586,1005950,M,26-35,4,B,2,1
38611,1005951,M,18-25,4,B,0,1
38612,1005952,F,46-50,1,C,4,1
38617,1005953,M,0-17,10,B,0,0
38619,1005954,M,46-50,11,A,2,1
38659,1005955,F,26-35,7,A,1,0
38671,1005956,F,18-25,4,B,2,0
38684,1005957,M,18-25,20,B,1,1
38697,1005958,M,46-50,14,C,1,0
38700,1005959,F,18-25,4,B,2,1
38704,1005960,F,46-50,0,C,1,1
38715,1005961,F,46-50,0,A,3,0
38725,1005963,M,26-35,15,A,0,0
38733,1005964,M,18-25,5,B,1,0
38754,1005965,M,26-35,17,C,1,0
38756,1005966,F,36-45,9,B,1,1
38761,1005969,M,46-50,13,C,1,1
38763,1005970,M,36-45,11,B,1,0
38764,1005971,M,36-45,7,C,1,0
38771,1005972,F,26-35,20,B,0,0
38780,1005973,M,0-17,10,C,4,0
38781,1005974,F,26-35,1,C,0,1
38785,1005975,M,26-35,14,A,1,0
38787,1005976,F,26-35,1,C,2,0
38794,1005977,M,36-45,1,B,4,0
38797,1005978,M,36-45,1,B,2,0
38810,1005979,M,26-35,1,B,1,1
38812,1005980,M,55+,1,C,3,0
38819,1005981,M,36-45,7,C,3,0
38829,1005982,M,36-45,1,B,4,0
38833,1005983,M,26-35,3,C,3,0
38834,1005985,F,18-25,4,C,0,1
38837,1005986,F,55+,1,B,4,1
38841,1005988,M,26-35,15,B,1,1
38844,1005989,F,0-17,10,C,3,0
38849,1005990,F,26-35,20,B,1,1
38859,1005991,F,36-45,20,B,4,1
38861,1005992,F,18-25,4,C,4,0
38867,1005994,M,36-45,1,C,2,1
38869,1005995,F,36-45,1,C,2,1
38878,1005996,F,26-35,0,B,1,1
38894,1005997,F,26-35,7,A,3,0
38895,1005998,M,18-25,4,B,4,0
38907,1005999,F,26-35,1,A,0,1
38910,1006000,M,46-50,17,B,2,1
38926,1006001,F,26-35,7,A,0,1
38933,1006002,M,51-55,0,C,1,1
38948,1006003,F,46-50,17,C,1,0
38964,1006004,F,26-35,15,C,2,0
38967,1006005,F,26-35,5,C,2,1
38970,1006006,F,0-17,0,C,1,0
38976,1006007,M,36-45,17,C,2,0
38989,1006008,M,18-25,4,A,4,0
38990,1006009,F,26-35,12,C,3,0
38994,1006010,M,36-45,0,C,1,0
39009,1006011,M,36-45,15,C,3,0
39013,1006012,M,36-45,15,C,4,1
39017,1006013,F,26-35,20,C,3,0
39021,1006014,M,46-50,1,C,0,1
39027,1006015,F,26-35,9,B,1,0
39029,1006016,M,46-50,1,B,1,1
39063,1006017,F,36-45,7,B,1,0
39064,1006018,M,36-45,1,C,3,0
39068,1006019,M,26-35,0,A,4,0
39070,1006020,M,51-55,16,A,1,1
39071,1006021,M,26-35,12,B,2,1
39074,1006022,M,26-35,17,C,4,0
39076,1006023,M,26-35,0,C,2,1
39083,1006024,M,26-35,12,A,0,1
39086,1006025,F,26-35,1,B,1,0
39094,1006026,M,36-45,6,C,1,1
39097,1006027,M,18-25,4,C,1,1
39100,1006030,M,26-35,17,C,1,1
39104,1006031,F,18-25,0,C,1,0
39109,1006032,M,46-50,7,A,3,0
39113,1006033,M,51-55,13,B,1,1
39117,1006034,M,26-35,14,A,3,0
39119,1006035,F,26-35,1,C,3,0
39124,1006036,F,26-35,15,B,4,1
39153,1006037,F,46-50,1,C,4,0
39161,1006039,F,46-50,0,B,4,1
39169,1006040,M,26-35,6,B,2,0
